id,choiceid,choice,price_A,time_A,change_A,comfort_A,price_B,time_B,change_B,comfort_B
30,9,A,2100.0,150.0,0.0,0.0,2800.0,125.0,0.0,1.0
30,10,A,2800.0,125.0,0.0,1.0,2800.0,135.0,1.0,0.0
30,11,B,3500.0,125.0,1.0,0.0,2800.0,135.0,1.0,0.0
30,12,B,2100.0,135.0,1.0,1.0,2100.0,150.0,0.0,0.0
30,13,A,3500.0,135.0,0.0,1.0,3500.0,125.0,1.0,0.0
30,14,B,2800.0,125.0,0.0,1.0,2100.0,135.0,1.0,1.0
30,15,B,2100.0,125.0,1.0,1.0,2100.0,150.0,0.0,0.0
31,1,A,1000.0,165.0,0.0,1.0,1300.0,165.0,1.0,1.0
31,2,A,1150.0,145.0,1.0,1.0,1150.0,165.0,0.0,2.0
31,3,A,1000.0,180.0,1.0,2.0,1300.0,145.0,0.0,2.0
31,4,B,1300.0,145.0,0.0,2.0,1150.0,180.0,0.0,1.0
31,5,A,1300.0,180.0,0.0,1.0,1300.0,145.0,0.0,2.0
31,6,B,1150.0,145.0,1.0,1.0,1150.0,180.0,0.0,1.0
31,7,B,1300.0,180.0,0.0,1.0,1000.0,180.0,1.0,2.0
31,8,B,1150.0,165.0,0.0,2.0,1300.0,165.0,1.0,1.0
31,9,B,1300.0,145.0,0.0,2.0,1150.0,165.0,0.0,2.0
31,10,B,1150.0,180.0,0.0,1.0,1000.0,180.0,1.0,2.0
31,11,A,1300.0,180.0,0.0,1.0,1300.0,165.0,1.0,1.0
31,12,B,1300.0,180.0,0.0,1.0,1150.0,145.0,1.0,1.0
32,1,B,4810.0,107.0,0.0,1.0,4255.0,97.0,0.0,1.0
32,2,B,4255.0,122.0,0.0,1.0,4810.0,107.0,0.0,1.0
32,3,A,4810.0,107.0,0.0,1.0,4810.0,97.0,0.0,2.0
32,4,B,3700.0,122.0,0.0,2.0,4255.0,122.0,0.0,1.0
32,5,A,4255.0,122.0,0.0,1.0,4810.0,97.0,0.0,2.0
32,6,A,4810.0,122.0,1.0,1.0,3700.0,122.0,0.0,2.0
32,7,A,4810.0,97.0,0.0,2.0,4255.0,107.0,1.0,2.0
32,8,B,4810.0,107.0,0.0,1.0,3700.0,97.0,1.0,1.0
32,9,A,3700.0,107.0,0.0,1.0,3700.0,97.0,1.0,1.0
32,10,A,4810.0,122.0,1.0,1.0,4255.0,107.0,1.0,2.0
32,11,B,3700.0,122.0,0.0,2.0,4810.0,97.0,0.0,2.0
32,12,A,4255.0,97.0,0.0,1.0,3700.0,107.0,0.0,1.0
32,13,B,4810.0,122.0,1.0,1.0,4810.0,97.0,0.0,2.0
32,14,A,3700.0,122.0,0.0,2.0,4255.0,107.0,1.0,2.0
33,1,A,3000.0,115.0,0.0,1.0,3750.0,125.0,0.0,1.0
33,2,A,3000.0,140.0,0.0,0.0,3000.0,125.0,0.0,1.0
33,3,A,3375.0,125.0,0.0,0.0,3375.0,115.0,0.0,1.0
33,4,A,3375.0,125.0,0.0,0.0,3000.0,125.0,0.0,1.0
33,5,B,3375.0,115.0,0.0,1.0,3000.0,140.0,0.0,0.0
33,6,A,3000.0,140.0,0.0,0.0,3750.0,115.0,0.0,0.0
33,7,A,3000.0,140.0,0.0,0.0,3375.0,125.0,0.0,0.0
33,8,A,3000.0,115.0,0.0,1.0,3375.0,125.0,0.0,0.0
33,9,A,3000.0,115.0,0.0,1.0,3000.0,140.0,0.0,0.0
33,10,A,3375.0,115.0,0.0,1.0,3750.0,115.0,0.0,0.0
33,11,A,3000.0,125.0,0.0,1.0,3750.0,115.0,0.0,0.0
33,12,A,3375.0,140.0,0.0,1.0,3750.0,125.0,0.0,1.0
33,13,B,3750.0,115.0,0.0,0.0,3375.0,140.0,0.0,1.0
33,14,A,3000.0,125.0,0.0,1.0,3375.0,115.0,0.0,1.0
34,1,B,1900.0,120.0,0.0,1.0,1900.0,95.0,0.0,1.0
34,2,B,3800.0,120.0,0.0,0.0,1900.0,120.0,0.0,1.0
34,3,B,1900.0,95.0,0.0,1.0,1900.0,105.0,0.0,0.0
34,4,A,1900.0,120.0,0.0,1.0,3800.0,95.0,0.0,1.0
34,5,A,1900.0,120.0,0.0,1.0,2850.0,105.0,0.0,1.0
34,6,B,3800.0,120.0,0.0,0.0,3800.0,95.0,0.0,1.0
34,7,B,3800.0,95.0,0.0,1.0,2850.0,105.0,0.0,1.0
34,8,A,1900.0,95.0,0.0,1.0,2850.0,95.0,0.0,0.0
34,9,B,3800.0,120.0,0.0,0.0,2850.0,120.0,0.0,1.0
34,10,A,2850.0,120.0,0.0,1.0,3800.0,95.0,0.0,1.0
34,11,B,2850.0,95.0,0.0,0.0,1900.0,120.0,0.0,1.0
34,12,B,3800.0,120.0,0.0,0.0,3800.0,105.0,0.0,1.0
35,1,B,4000.0,135.0,1.0,1.0,3200.0,120.0,0.0,1.0
35,2,B,4000.0,135.0,1.0,1.0,3200.0,155.0,1.0,0.0
35,3,B,4000.0,155.0,0.0,1.0,2400.0,120.0,1.0,1.0
35,4,B,3200.0,155.0,1.0,0.0,3200.0,120.0,0.0,1.0
35,5,B,3200.0,155.0,1.0,0.0,2400.0,120.0,1.0,1.0
35,6,B,3200.0,120.0,0.0,1.0,2400.0,135.0,0.0,0.0
35,7,B,3200.0,135.0,1.0,1.0,3200.0,155.0,1.0,0.0
35,8,A,2400.0,120.0,1.0,1.0,4000.0,120.0,1.0,0.0
35,10,A,2400.0,155.0,1.0,1.0,4000.0,120.0,1.0,0.0
35,11,B,2400.0,155.0,1.0,1.0,3200.0,120.0,0.0,1.0
35,12,B,3200.0,135.0,1.0,1.0,4000.0,120.0,1.0,0.0
35,13,B,2400.0,155.0,1.0,1.0,3200.0,155.0,1.0,0.0
35,14,B,2400.0,120.0,1.0,1.0,2400.0,135.0,0.0,0.0
35,15,A,2400.0,120.0,1.0,1.0,3200.0,120.0,0.0,1.0
36,1,A,3750.0,140.0,0.0,1.0,7500.0,150.0,1.0,1.0
36,2,B,7500.0,165.0,0.0,1.0,5625.0,140.0,1.0,1.0
36,3,B,5625.0,150.0,0.0,0.0,3750.0,150.0,1.0,1.0
36,4,A,3750.0,165.0,1.0,0.0,5625.0,140.0,1.0,1.0
36,5,B,7500.0,165.0,0.0,1.0,7500.0,140.0,1.0,0.0
36,6,B,7500.0,165.0,0.0,1.0,5625.0,165.0,1.0,1.0
36,7,A,5625.0,165.0,1.0,1.0,7500.0,150.0,1.0,1.0
36,8,B,3750.0,165.0,1.0,0.0,3750.0,150.0,1.0,1.0
36,9,B,7500.0,140.0,1.0,0.0,3750.0,150.0,1.0,1.0
36,10,A,3750.0,165.0,1.0,0.0,7500.0,140.0,1.0,0.0
36,11,A,5625.0,150.0,0.0,0.0,7500.0,140.0,1.0,0.0
36,12,B,7500.0,140.0,1.0,0.0,5625.0,140.0,1.0,1.0
36,13,A,5625.0,140.0,1.0,1.0,5625.0,150.0,0.0,0.0
36,14,A,5625.0,165.0,1.0,1.0,7500.0,140.0,1.0,0.0
36,15,B,7500.0,165.0,0.0,1.0,7500.0,150.0,1.0,1.0
37,1,A,5200.0,145.0,0.0,0.0,5200.0,200.0,2.0,1.0
37,2,B,5200.0,175.0,1.0,1.0,3900.0,145.0,2.0,1.0
37,3,B,3900.0,175.0,0.0,1.0,2600.0,145.0,1.0,1.0
37,4,B,3900.0,175.0,0.0,1.0,2600.0,175.0,2.0,0.0
37,5,B,2600.0,200.0,0.0,1.0,2600.0,175.0,2.0,0.0
37,6,B,5200.0,145.0,0.0,0.0,2600.0,175.0,2.0,0.0
37,7,B,3900.0,175.0,0.0,1.0,2600.0,200.0,0.0,1.0
37,8,A,3900.0,145.0,2.0,1.0,5200.0,145.0,0.0,0.0
37,9,A,3900.0,175.0,0.0,1.0,5200.0,145.0,0.0,0.0
37,10,A,2600.0,145.0,1.0,1.0,2600.0,200.0,0.0,1.0
37,11,B,3900.0,200.0,1.0,0.0,3900.0,175.0,0.0,1.0
37,12,B,3900.0,175.0,0.0,1.0,3900.0,145.0,2.0,1.0
37,13,B,3900.0,145.0,2.0,1.0,2600.0,175.0,2.0,0.0
37,14,B,5200.0,175.0,1.0,1.0,3900.0,200.0,1.0,0.0
37,15,B,2600.0,175.0,2.0,0.0,2600.0,145.0,1.0,1.0
37,16,A,3900.0,200.0,1.0,0.0,5200.0,145.0,0.0,0.0
38,1,B,3060.0,125.0,1.0,0.0,2520.0,110.0,0.0,0.0
38,2,A,3600.0,110.0,1.0,1.0,2520.0,125.0,1.0,1.0
38,3,A,2520.0,100.0,1.0,1.0,3060.0,125.0,1.0,0.0
38,4,A,3600.0,125.0,0.0,1.0,2520.0,100.0,1.0,1.0
38,5,B,3060.0,125.0,1.0,0.0,3600.0,100.0,1.0,0.0
38,6,B,3600.0,125.0,0.0,1.0,3600.0,100.0,1.0,0.0
38,7,A,3600.0,100.0,1.0,0.0,3060.0,100.0,0.0,1.0
38,8,A,3060.0,125.0,1.0,0.0,2520.0,125.0,1.0,1.0
38,9,A,3600.0,100.0,1.0,0.0,2520.0,110.0,0.0,0.0
38,10,B,3060.0,125.0,1.0,0.0,3060.0,110.0,1.0,1.0
38,11,A,2520.0,110.0,0.0,0.0,3060.0,100.0,0.0,1.0
38,12,A,3600.0,110.0,1.0,1.0,3060.0,125.0,1.0,0.0
39,1,A,4000.0,122.0,1.0,1.0,5600.0,132.0,2.0,1.0
39,2,A,5600.0,122.0,1.0,1.0,4000.0,132.0,1.0,2.0
39,3,B,4800.0,132.0,1.0,1.0,4000.0,107.0,2.0,1.0
39,4,B,5600.0,132.0,2.0,1.0,4800.0,122.0,2.0,2.0
39,5,A,4800.0,132.0,1.0,1.0,4000.0,132.0,1.0,2.0
39,6,A,5600.0,107.0,1.0,2.0,5600.0,132.0,2.0,1.0
39,7,A,4800.0,132.0,1.0,1.0,4800.0,122.0,2.0,2.0
39,8,A,4000.0,107.0,2.0,1.0,5600.0,107.0,1.0,2.0
39,9,A,4000.0,132.0,1.0,2.0,5600.0,107.0,1.0,2.0
39,10,A,4000.0,107.0,2.0,1.0,4800.0,107.0,1.0,1.0
39,11,A,4000.0,132.0,1.0,2.0,4800.0,122.0,2.0,2.0
39,12,A,4000.0,122.0,1.0,1.0,4800.0,107.0,1.0,1.0
39,13,A,4800.0,122.0,2.0,2.0,5600.0,107.0,1.0,2.0
39,14,B,4000.0,122.0,1.0,1.0,4000.0,107.0,2.0,1.0
39,15,A,4800.0,132.0,1.0,1.0,5600.0,122.0,1.0,1.0
40,1,B,7800.0,150.0,2.0,1.0,6900.0,135.0,1.0,1.0
40,2,A,6900.0,150.0,1.0,2.0,7800.0,135.0,1.0,1.0
40,3,B,6000.0,135.0,2.0,2.0,6000.0,150.0,1.0,1.0
40,4,A,6000.0,135.0,2.0,2.0,6000.0,165.0,1.0,1.0
40,5,A,6000.0,135.0,2.0,2.0,7800.0,150.0,2.0,1.0
40,6,A,6000.0,135.0,2.0,2.0,6900.0,150.0,1.0,2.0
40,7,B,7800.0,150.0,2.0,1.0,6900.0,165.0,2.0,1.0
40,8,B,6900.0,165.0,2.0,1.0,7800.0,135.0,1.0,1.0
40,9,A,6900.0,135.0,1.0,1.0,6000.0,165.0,1.0,1.0
40,10,B,6900.0,135.0,1.0,1.0,6000.0,150.0,1.0,1.0
40,11,A,6000.0,165.0,1.0,1.0,6900.0,150.0,1.0,2.0
40,12,A,7800.0,150.0,2.0,1.0,7800.0,165.0,1.0,2.0
40,13,A,6000.0,135.0,2.0,2.0,6900.0,135.0,1.0,1.0
41,1,A,3400.0,115.0,1.0,1.0,3400.0,150.0,1.0,1.0
41,2,A,2800.0,150.0,1.0,0.0,2800.0,130.0,1.0,1.0
41,3,A,2800.0,115.0,0.0,1.0,4000.0,115.0,1.0,0.0
41,4,A,2800.0,150.0,1.0,0.0,3400.0,115.0,1.0,1.0
41,5,A,3400.0,130.0,0.0,0.0,2800.0,130.0,1.0,1.0
41,6,A,3400.0,130.0,0.0,0.0,2800.0,150.0,1.0,0.0
41,7,A,2800.0,115.0,0.0,1.0,2800.0,150.0,1.0,0.0
41,8,A,4000.0,115.0,1.0,0.0,3400.0,150.0,1.0,1.0
41,9,B,4000.0,115.0,1.0,0.0,2800.0,150.0,1.0,0.0
41,10,B,4000.0,150.0,0.0,1.0,2800.0,150.0,1.0,0.0
41,11,A,4000.0,150.0,0.0,1.0,3400.0,150.0,1.0,1.0
41,12,B,4000.0,130.0,1.0,1.0,4000.0,150.0,0.0,1.0
41,13,B,3400.0,115.0,1.0,1.0,4000.0,150.0,0.0,1.0
41,14,A,4000.0,115.0,1.0,0.0,3400.0,115.0,1.0,1.0
41,15,B,3400.0,115.0,1.0,1.0,2800.0,130.0,1.0,1.0
41,16,B,2800.0,130.0,1.0,1.0,4000.0,150.0,0.0,1.0
41,17,A,4000.0,115.0,1.0,0.0,4000.0,150.0,0.0,1.0
41,18,B,2800.0,115.0,0.0,1.0,3400.0,130.0,0.0,0.0
41,19,A,3400.0,150.0,1.0,1.0,4000.0,130.0,1.0,1.0
42,1,A,2040.0,105.0,0.0,1.0,3400.0,115.0,0.0,1.0
42,2,B,2720.0,95.0,0.0,1.0,2040.0,115.0,0.0,0.0
42,3,A,2040.0,95.0,0.0,1.0,3400.0,95.0,0.0,0.0
42,4,A,2040.0,115.0,0.0,0.0,3400.0,95.0,0.0,0.0
42,5,B,3400.0,105.0,0.0,1.0,2720.0,115.0,0.0,1.0
42,6,A,2040.0,115.0,0.0,0.0,2040.0,105.0,0.0,1.0
42,7,B,3400.0,95.0,0.0,0.0,2720.0,95.0,0.0,1.0
42,8,B,2720.0,95.0,0.0,1.0,2040.0,105.0,0.0,1.0
42,9,B,3400.0,95.0,0.0,0.0,2720.0,115.0,0.0,1.0
42,10,A,2720.0,105.0,0.0,0.0,2720.0,95.0,0.0,1.0
42,11,A,2040.0,105.0,0.0,1.0,2720.0,105.0,0.0,0.0
42,12,B,2040.0,95.0,0.0,1.0,2040.0,115.0,0.0,0.0
43,1,A,3500.0,150.0,1.0,2.0,3850.0,170.0,2.0,2.0
43,2,A,3500.0,150.0,1.0,2.0,3850.0,150.0,1.0,1.0
43,3,B,3500.0,185.0,2.0,1.0,3850.0,150.0,1.0,1.0
43,4,A,4200.0,150.0,2.0,1.0,3500.0,185.0,2.0,1.0
43,5,A,3850.0,170.0,2.0,2.0,4200.0,185.0,1.0,2.0
43,7,A,3500.0,170.0,1.0,1.0,4200.0,150.0,2.0,1.0
43,8,B,3850.0,185.0,1.0,1.0,4200.0,170.0,1.0,1.0
43,9,B,3500.0,170.0,1.0,1.0,3500.0,150.0,1.0,2.0
43,10,B,3850.0,185.0,1.0,1.0,4200.0,150.0,2.0,1.0
43,12,B,3500.0,170.0,1.0,1.0,3850.0,150.0,1.0,1.0
44,1,A,3500.0,135.0,1.0,1.0,5000.0,170.0,1.0,1.0
44,2,B,3500.0,170.0,2.0,0.0,5000.0,135.0,0.0,0.0
44,3,B,3500.0,150.0,0.0,1.0,3500.0,135.0,1.0,1.0
44,4,A,4250.0,135.0,2.0,1.0,4250.0,170.0,0.0,1.0
44,5,B,4250.0,135.0,2.0,1.0,3500.0,150.0,0.0,1.0
44,6,A,4250.0,150.0,1.0,0.0,5000.0,135.0,0.0,0.0
44,7,A,4250.0,170.0,0.0,1.0,3500.0,170.0,2.0,0.0
44,8,B,5000.0,170.0,1.0,1.0,5000.0,150.0,2.0,1.0
44,9,A,3500.0,150.0,0.0,1.0,5000.0,135.0,0.0,0.0
44,10,B,4250.0,135.0,2.0,1.0,4250.0,150.0,1.0,0.0
44,11,B,4250.0,170.0,0.0,1.0,5000.0,135.0,0.0,0.0
44,12,B,5000.0,150.0,2.0,1.0,3500.0,170.0,2.0,0.0
44,13,A,3500.0,150.0,0.0,1.0,4250.0,150.0,1.0,0.0
44,14,B,5000.0,135.0,0.0,0.0,4250.0,135.0,2.0,1.0
45,1,A,2400.0,95.0,0.0,1.0,3000.0,110.0,0.0,1.0
45,2,B,3000.0,95.0,0.0,0.0,1800.0,110.0,0.0,0.0
45,3,B,2400.0,95.0,0.0,1.0,1800.0,110.0,0.0,0.0
45,4,A,1800.0,80.0,0.0,1.0,2400.0,80.0,0.0,0.0
45,5,B,3000.0,95.0,0.0,0.0,1800.0,95.0,0.0,1.0
45,6,B,3000.0,80.0,0.0,1.0,1800.0,110.0,0.0,0.0
45,7,B,3000.0,80.0,0.0,1.0,1800.0,95.0,0.0,1.0
45,8,B,2400.0,80.0,0.0,0.0,1800.0,95.0,0.0,1.0
45,9,B,3000.0,80.0,0.0,1.0,2400.0,95.0,0.0,1.0
45,10,B,1800.0,110.0,0.0,0.0,1800.0,95.0,0.0,1.0
45,11,B,3000.0,95.0,0.0,0.0,2400.0,95.0,0.0,1.0
45,12,B,3000.0,95.0,0.0,0.0,3000.0,80.0,0.0,1.0
45,13,A,2400.0,110.0,0.0,1.0,3000.0,95.0,0.0,0.0
45,14,A,2400.0,110.0,0.0,1.0,3000.0,80.0,0.0,1.0
45,15,A,1800.0,110.0,0.0,0.0,2400.0,80.0,0.0,0.0
46,1,B,2805.0,125.0,1.0,1.0,2805.0,100.0,1.0,1.0
46,2,A,2310.0,100.0,1.0,0.0,3300.0,100.0,0.0,1.0
46,3,B,3300.0,125.0,1.0,0.0,2310.0,110.0,1.0,1.0
46,4,A,2310.0,125.0,0.0,1.0,3300.0,110.0,1.0,1.0
46,5,B,2310.0,125.0,0.0,1.0,2805.0,110.0,0.0,0.0
46,6,B,2310.0,110.0,1.0,1.0,2805.0,110.0,0.0,0.0
46,7,A,2310.0,110.0,1.0,1.0,2310.0,125.0,0.0,1.0
46,8,A,2805.0,100.0,1.0,1.0,3300.0,100.0,0.0,1.0
46,9,A,2310.0,125.0,0.0,1.0,3300.0,125.0,1.0,0.0
46,10,A,2310.0,100.0,1.0,0.0,2805.0,110.0,0.0,0.0
46,11,B,3300.0,100.0,0.0,1.0,2310.0,125.0,0.0,1.0
46,12,A,2310.0,125.0,0.0,1.0,2805.0,100.0,1.0,1.0
46,13,B,3300.0,125.0,1.0,0.0,3300.0,100.0,0.0,1.0
46,14,B,2805.0,125.0,1.0,1.0,3300.0,100.0,0.0,1.0
46,15,A,2805.0,125.0,1.0,1.0,3300.0,125.0,1.0,0.0
46,16,A,3300.0,110.0,1.0,1.0,3300.0,125.0,1.0,0.0
46,17,A,2805.0,125.0,1.0,1.0,3300.0,110.0,1.0,1.0
47,1,A,1600.0,70.0,1.0,1.0,3200.0,80.0,1.0,1.0
47,2,A,1600.0,70.0,1.0,1.0,2400.0,70.0,0.0,1.0
47,3,A,2400.0,90.0,1.0,0.0,1600.0,90.0,1.0,1.0
47,4,A,2400.0,90.0,1.0,0.0,3200.0,90.0,0.0,1.0
47,5,B,2400.0,90.0,1.0,0.0,1600.0,70.0,1.0,1.0
47,6,A,1600.0,80.0,0.0,0.0,2400.0,70.0,0.0,1.0
47,7,B,2400.0,90.0,1.0,0.0,2400.0,70.0,0.0,1.0
47,8,A,1600.0,90.0,1.0,1.0,3200.0,80.0,1.0,1.0
47,9,A,1600.0,90.0,1.0,1.0,2400.0,80.0,1.0,1.0
47,10,B,3200.0,90.0,0.0,1.0,3200.0,80.0,1.0,1.0
47,11,B,3200.0,70.0,1.0,0.0,2400.0,70.0,0.0,1.0
47,12,B,3200.0,70.0,1.0,0.0,1600.0,90.0,1.0,1.0
47,13,B,1600.0,70.0,1.0,1.0,1600.0,80.0,0.0,0.0
47,14,B,3200.0,70.0,1.0,0.0,2400.0,80.0,1.0,1.0
48,1,A,3200.0,100.0,0.0,1.0,4000.0,135.0,0.0,1.0
48,2,B,3200.0,120.0,0.0,0.0,3200.0,100.0,0.0,1.0
48,3,A,3600.0,100.0,0.0,1.0,3600.0,135.0,0.0,0.0
48,4,A,4000.0,100.0,0.0,0.0,3600.0,135.0,0.0,0.0
48,5,A,3200.0,100.0,0.0,1.0,4000.0,100.0,0.0,0.0
48,6,B,4000.0,100.0,0.0,0.0,3200.0,120.0,0.0,0.0
48,7,A,3200.0,135.0,0.0,1.0,4000.0,120.0,0.0,1.0
48,8,B,4000.0,100.0,0.0,0.0,3200.0,135.0,0.0,1.0
48,10,B,3600.0,100.0,0.0,1.0,3200.0,120.0,0.0,0.0
48,11,B,4000.0,120.0,0.0,1.0,3600.0,135.0,0.0,0.0
49,1,A,2250.0,95.0,1.0,0.0,4500.0,105.0,1.0,1.0
49,2,B,3375.0,95.0,1.0,1.0,2250.0,105.0,1.0,1.0
49,3,B,4500.0,95.0,0.0,1.0,2250.0,105.0,1.0,1.0
49,4,A,2250.0,80.0,0.0,1.0,3375.0,105.0,0.0,0.0
49,5,B,3375.0,105.0,0.0,0.0,2250.0,105.0,1.0,1.0
49,6,B,4500.0,80.0,1.0,0.0,3375.0,95.0,1.0,1.0
49,7,A,2250.0,95.0,1.0,0.0,3375.0,80.0,1.0,1.0
49,8,B,4500.0,95.0,0.0,1.0,4500.0,80.0,1.0,0.0
49,9,A,3375.0,105.0,0.0,0.0,4500.0,95.0,0.0,1.0
49,10,B,2250.0,95.0,1.0,0.0,2250.0,80.0,0.0,1.0
49,11,A,3375.0,95.0,1.0,1.0,3375.0,105.0,0.0,0.0
49,12,A,2250.0,105.0,1.0,1.0,3375.0,80.0,1.0,1.0
49,13,A,3375.0,105.0,0.0,0.0,4500.0,80.0,1.0,0.0
50,1,A,1000.0,125.0,0.0,1.0,1200.0,140.0,0.0,1.0
50,2,A,1400.0,125.0,0.0,1.0,1200.0,150.0,0.0,1.0
50,3,A,1400.0,125.0,0.0,1.0,1000.0,140.0,0.0,2.0
50,4,B,1200.0,125.0,1.0,2.0,1000.0,150.0,1.0,1.0
50,5,B,1400.0,150.0,0.0,2.0,1200.0,125.0,1.0,2.0
50,6,B,1400.0,125.0,0.0,1.0,1200.0,140.0,0.0,1.0
50,7,A,1000.0,150.0,1.0,1.0,1000.0,140.0,0.0,2.0
50,8,B,1400.0,125.0,0.0,1.0,1000.0,150.0,1.0,1.0
50,9,B,1000.0,140.0,0.0,2.0,1200.0,150.0,0.0,1.0
50,10,B,1400.0,150.0,0.0,2.0,1400.0,140.0,1.0,1.0
50,11,B,1200.0,125.0,1.0,2.0,1400.0,125.0,0.0,1.0
50,12,A,1200.0,150.0,0.0,1.0,1400.0,140.0,1.0,1.0
50,13,B,1200.0,150.0,0.0,1.0,1200.0,125.0,1.0,2.0
51,1,B,6935.0,120.0,1.0,2.0,6030.0,120.0,1.0,1.0
51,2,B,6030.0,135.0,2.0,2.0,7840.0,135.0,1.0,1.0
51,3,A,7840.0,120.0,2.0,1.0,6935.0,150.0,2.0,1.0
51,4,B,6935.0,120.0,1.0,2.0,6935.0,150.0,2.0,1.0
51,5,A,7840.0,120.0,2.0,1.0,7840.0,135.0,1.0,1.0
51,6,B,7840.0,150.0,1.0,2.0,6030.0,135.0,2.0,2.0
51,7,B,6030.0,135.0,2.0,2.0,6030.0,150.0,1.0,1.0
51,8,A,7840.0,135.0,1.0,1.0,6935.0,120.0,1.0,2.0
51,9,A,7840.0,135.0,1.0,1.0,6935.0,150.0,2.0,1.0
51,10,A,7840.0,120.0,2.0,1.0,6030.0,150.0,1.0,1.0
51,11,A,6935.0,135.0,1.0,1.0,6030.0,150.0,1.0,1.0
51,12,B,6030.0,135.0,2.0,2.0,6935.0,120.0,1.0,2.0
51,13,B,7840.0,120.0,2.0,1.0,6935.0,135.0,1.0,1.0
51,14,A,7840.0,135.0,1.0,1.0,6030.0,150.0,1.0,1.0
52,1,B,110.0,125.0,1.0,1.0,110.0,115.0,0.0,1.0
52,2,B,110.0,105.0,0.0,2.0,120.0,125.0,0.0,1.0
52,3,A,120.0,125.0,0.0,1.0,100.0,125.0,0.0,2.0
52,4,A,110.0,115.0,0.0,1.0,120.0,105.0,0.0,1.0
52,5,B,110.0,125.0,1.0,1.0,120.0,105.0,0.0,1.0
52,6,B,110.0,105.0,0.0,2.0,100.0,105.0,1.0,1.0
52,7,A,110.0,125.0,1.0,1.0,120.0,115.0,1.0,2.0
52,8,A,120.0,125.0,0.0,1.0,110.0,125.0,1.0,1.0
52,9,B,100.0,105.0,1.0,1.0,100.0,125.0,0.0,2.0
52,10,A,110.0,105.0,0.0,2.0,110.0,125.0,1.0,1.0
53,1,A,2800.0,100.0,0.0,0.0,4000.0,100.0,0.0,1.0
53,2,A,4000.0,90.0,0.0,0.0,2800.0,90.0,0.0,1.0
53,3,B,3400.0,90.0,0.0,1.0,3400.0,115.0,0.0,0.0
53,4,B,3400.0,100.0,0.0,1.0,2800.0,115.0,0.0,1.0
53,5,B,2800.0,115.0,0.0,1.0,3400.0,115.0,0.0,0.0
53,6,B,2800.0,115.0,0.0,1.0,3400.0,90.0,0.0,1.0
53,7,A,2800.0,100.0,0.0,0.0,4000.0,90.0,0.0,0.0
53,8,A,4000.0,90.0,0.0,0.0,3400.0,115.0,0.0,0.0
53,9,A,3400.0,115.0,0.0,0.0,2800.0,90.0,0.0,1.0
54,1,A,3615.0,101.0,1.0,0.0,4250.0,101.0,1.0,1.0
54,2,A,2975.0,86.0,1.0,1.0,4250.0,86.0,0.0,0.0
54,3,A,4250.0,86.0,0.0,0.0,4250.0,76.0,1.0,1.0
54,4,A,2975.0,101.0,0.0,1.0,2975.0,86.0,1.0,1.0
54,5,A,2975.0,101.0,0.0,1.0,3615.0,101.0,1.0,0.0
54,6,A,2975.0,101.0,0.0,1.0,3615.0,76.0,0.0,1.0
54,7,B,4250.0,76.0,1.0,1.0,3615.0,86.0,1.0,1.0
54,8,A,3615.0,101.0,1.0,0.0,4250.0,76.0,1.0,1.0
54,9,B,3615.0,76.0,0.0,1.0,2975.0,76.0,1.0,0.0
54,10,B,3615.0,76.0,0.0,1.0,2975.0,86.0,1.0,1.0
54,11,B,3615.0,101.0,1.0,0.0,3615.0,76.0,0.0,1.0
54,12,B,4250.0,86.0,0.0,0.0,3615.0,76.0,0.0,1.0
54,13,B,4250.0,86.0,0.0,0.0,3615.0,101.0,1.0,0.0
54,14,B,3615.0,86.0,1.0,1.0,3615.0,101.0,1.0,0.0
54,15,B,4250.0,86.0,0.0,0.0,3615.0,86.0,1.0,1.0
54,16,B,2975.0,101.0,0.0,1.0,2975.0,76.0,1.0,0.0
55,1,A,3920.0,120.0,0.0,1.0,5600.0,130.0,0.0,1.0
55,2,A,3920.0,140.0,0.0,0.0,4760.0,120.0,0.0,1.0
55,3,A,4760.0,130.0,0.0,0.0,3920.0,140.0,0.0,0.0
55,4,A,3920.0,140.0,0.0,0.0,3920.0,130.0,0.0,1.0
55,5,A,5600.0,120.0,0.0,0.0,4760.0,140.0,0.0,1.0
55,6,B,3920.0,120.0,0.0,1.0,5600.0,120.0,0.0,0.0
55,7,A,3920.0,140.0,0.0,0.0,5600.0,120.0,0.0,0.0
55,8,B,5600.0,130.0,0.0,1.0,4760.0,140.0,0.0,1.0
55,9,B,4760.0,120.0,0.0,1.0,3920.0,130.0,0.0,1.0
56,1,A,5000.0,185.0,1.0,1.0,6500.0,185.0,1.0,1.0
56,2,A,5750.0,150.0,1.0,1.0,5000.0,170.0,2.0,1.0
56,3,B,6500.0,170.0,1.0,2.0,5750.0,185.0,2.0,2.0
56,4,A,5000.0,170.0,2.0,1.0,6500.0,150.0,2.0,1.0
56,5,A,5750.0,150.0,1.0,1.0,5000.0,150.0,1.0,2.0
56,6,A,5000.0,150.0,1.0,2.0,6500.0,150.0,2.0,1.0
56,7,B,6500.0,185.0,1.0,1.0,5000.0,170.0,2.0,1.0
56,8,A,5000.0,185.0,1.0,1.0,5750.0,150.0,1.0,1.0
56,9,A,5000.0,170.0,2.0,1.0,5750.0,170.0,1.0,1.0
56,10,B,6500.0,170.0,1.0,2.0,6500.0,150.0,2.0,1.0
